"Protein","Gene","Description","GeneSymbol","Ctrl.Rep1","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B","controlLogFoldChange"
"P53803","RPAB4_HUMAN","DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha) (DNA-directed RNA polymerase II subunit K) (RNA polymerase II 7.0 kDa subunit) (RPB7.0) (RPB10alpha)","POLR2K",5.68,5.87,5.73,6.1,5.97,6.08,5.84,5.96,3.7,4.35,4.11,1,0.12,5.39890357695358,0.74,0.47,0.8,-4.68,1.90912492377414
"Q93009","UBP7_HUMAN","Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)","USP7",9.29,9.85,10.37,9.97,9.9,10.04,10.17,9.93,8.16,8.06,7.89,10,0.14,9.42060754368636,0.74,0.47,0.8,-4.68,1.97444072518022
"O15020","SPTN2_HUMAN","Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)","SPTBN2",8.23,7.17,6.66,7.13,7.17,7.07,7.01,7.17,6.18,6.43,6.21,3,-0.19,6.94831673193351,-0.74,0.47,0.8,-4.68,1.02588156482859
"P63167","DYL1_HUMAN","Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN)","DYNLL1",8.22,8.56,8.9,8.71,8.66,8.71,8.71,8.7,6.31,6.07,6.15,2,0.1,7.97195225030175,0.74,0.47,0.8,-4.68,2.52536152283945
"Q5T200","ZC3HD_HUMAN","Zinc finger CCCH domain-containing protein 13","ZC3H13",5.64,5.69,5.89,6.46,6.11,6.36,5.77,6.05,5.73,6.02,5.42,1,0.15,5.92155156598268,0.74,0.48,0.8,-4.68,0.354577544886436
"P15924","DESP_HUMAN","Desmoplakin (DP) (250/210 kDa paraneoplastic pemphigus antigen)","DSP",13.33,12.96,13.29,13.05,13.04,13.21,13.04,13.01,11.43,11.64,11.46,86,-0.08,12.6763916549552,-0.74,0.48,0.8,-4.68,1.64907729741777
"P51800","CLCKA_HUMAN","Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1)","CLCNKA",6.66,5.71,5.81,5.54,5.9,5.44,6.04,5.51,4.28,3.36,4.3,1,-0.21,5.3226943918452,-0.74,0.48,0.8,-4.68,1.94901891985789
"Q15075","EEA1_HUMAN","Early endosome antigen 1 (Endosome-associated protein p162) (Zinc finger FYVE domain-containing protein 2)","EEA1",6.4,6.24,5.83,6.14,6.26,6.27,6.13,6.38,5.38,5.73,5.4,3,0.11,6.01437581278734,0.73,0.48,0.8,-4.68,0.75399159930569
"Q96S55","WRIP1_HUMAN","ATPase WRNIP1 (EC 3.6.1.3) (Werner helicase-interacting protein 1)","WRNIP1",5.83,5.58,5.86,5.78,5.39,5.84,5.52,5.75,3.91,4.78,4.21,1,-0.14,5.31413221665518,-0.73,0.48,0.8,-4.68,1.45888555030281
"P05388","RLA0_HUMAN","60S acidic ribosomal protein P0 (60S ribosomal protein L10E) (Large ribosomal subunit protein uL10)","RPLP0",8.16,8.99,8.14,8.56,8.75,8.4,8.78,8.54,7.76,7.04,7.65,3,0.16,8.25080449658151,0.73,0.48,0.8,-4.68,1.13372751145058
"Q9BYG3","MK67I_HUMAN","MKI67 FHA domain-interacting nucleolar phosphoprotein (Nucleolar phosphoprotein Nopp34) (Nucleolar protein interacting with the FHA domain of pKI-67) (hNIFK)","NIFK",7.45,6.56,6.35,6.63,6.96,6.51,6.37,6.5,5.18,5.4,5.38,4,-0.16,6.30060387860793,-0.73,0.48,0.8,-4.68,1.42624373983153
"O75116","ROCK2_HUMAN","Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)","ROCK2",6.51,6.15,5.84,5.85,5.73,6.19,6.05,5.9,4.95,5.21,4.98,1,-0.12,5.76116393481206,-0.72,0.48,0.81,-4.68,1.04385724017952
"Q9UMS4","PRP19_HUMAN","Pre-mRNA-processing factor 19 (EC 2.3.2.27) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (hPso4) (RING-type E3 ubiquitin transferase PRP19) (Senescence evasion factor)","PRPF19",8.76,8.77,8.81,8.82,8.67,8.8,8.74,8.7,6.79,6.87,6.75,8,-0.06,8.22540466661254,-0.72,0.48,0.81,-4.68,1.98983397538368
"Q6L8Q7","PDE12_HUMAN","2',5'-phosphodiesterase 12 (2'-PDE) (2-PDE) (EC 3.1.4.-) (Mitochondrial deadenylase) (EC 3.1.13.4)","PDE12",6.03,6.39,6.69,6.69,6.56,6.59,6.56,6.55,5.22,4.84,4.85,1,0.12,6.08975693202301,0.72,0.49,0.81,-4.68,1.59257876130459
"P59998","ARPC4_HUMAN","Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC)","ARPC4",8.8,9.03,9.21,8.98,8.98,9.12,9.17,9.1,7.53,7.13,7.43,5,0.09,8.58792502212654,0.72,0.49,0.81,-4.68,1.72958301525203
"P61026","RAB10_HUMAN","Ras-related protein Rab-10","RAB10",8.36,8.79,9.24,8.79,8.88,8.89,9.02,8.84,7.11,7.15,6.99,3,0.11,8.36819042963315,0.72,0.49,0.81,-4.68,1.82743992377102
"O75916","RGS9_HUMAN","Regulator of G-protein signaling 9 (RGS9)","RGS9",7.01,6.92,6.96,7.03,7.01,6.87,7.27,7.09,5.98,5.95,6.05,1,0.08,6.73936690882792,0.72,0.49,0.81,-4.68,1.0668875179397
"P09493","TPM1_HUMAN","Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1)","TPM1",8.88,8.12,7.95,8.38,8.35,8.28,7.78,8.31,7.06,7.52,7.05,4,-0.15,7.97212077761386,-0.72,0.49,0.81,-4.68,1.1256794005071
"P48729","KC1A_HUMAN","Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)","CSNK1A1",9.06,9.24,9.37,9.34,9.29,9.37,9.29,9.34,7.61,7.58,7.76,5,0.07,8.83891376060265,0.72,0.49,0.81,-4.68,1.67401665883435
"Q8WVV4","POF1B_HUMAN","Protein POF1B (Premature ovarian failure protein 1B)","POF1B",6.99,7.03,7.41,7.46,7.29,7.42,7.1,7.54,5.16,5.44,4.95,3,0.12,6.70811901705699,0.71,0.49,0.81,-4.68,2.15478347361377
"Q5JTV8","TOIP1_HUMAN","Torsin-1A-interacting protein 1 (Lamin-associated protein 1B) (LAP1B)","TOR1AIP1",8.36,7.51,7.3,7.25,7.37,7.47,7.51,7.45,6.56,6.72,6.39,2,-0.15,7.26303012263134,-0.71,0.49,0.81,-4.68,1.04317580449397
"O14735","CDIPT_HUMAN","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase)","CDIPT",5.05,5.41,5.54,5.53,5.21,5.67,5.48,5.61,4.22,4.21,4.43,1,0.11,5.1244781974276,0.71,0.49,0.81,-4.68,1.20840427926849
"P31689","DNJA1_HUMAN","DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (HSDJ) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2) (Human DnaJ protein 2) (hDj-2)","DNAJA1",7.55,8.01,8.28,8.33,8.35,8.18,8.07,8.13,6.35,6.96,6.36,7,0.14,7.68777673395838,0.71,0.49,0.81,-4.69,1.62437022516963
"P54886","P5CS_HUMAN","Delta-1-pyrroline-5-carboxylate synthase (P5CS) (Aldehyde dehydrogenase family 18 member A1) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)]","ALDH18A1",9.34,9.86,10.54,9.74,9.92,9.87,10.42,9.9,8.23,8.15,8.18,13,0.16,9.46895487770141,0.71,0.49,0.81,-4.69,1.84260511137978
"Q9NR56","MBNL1_HUMAN","Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein)","MBNL1",1.48,2.92,3.19,3.37,3.39,3.46,2.3,2.98,2.1,2.98,2.52,1,0.29,2.7907525343037,0.71,0.49,0.81,-4.69,0.502629133449438
"Q6PJT7","ZC3HE_HUMAN","Zinc finger CCCH domain-containing protein 14 (Mammalian suppressor of tau pathology-2) (MSUT-2) (Renal carcinoma antigen NY-REN-37)","ZC3H14",7.77,7.69,7.8,7.76,7.66,7.66,7.74,7.62,9,9.02,8.52,3,-0.08,8.02194533688748,-0.71,0.49,0.81,-4.69,-1.09294426540994
"Q9BV38","WDR18_HUMAN","WD repeat-containing protein 18","WDR18",7.42,7.67,7.43,7.84,7.7,7.73,7.55,7.71,6.57,6.67,6.54,2,0.08,7.34806685467244,0.71,0.49,0.81,-4.69,1.07771053461595
"Q9HCD6","TANC2_HUMAN","Protein TANC2 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 2)","TANC2",6.1,5.47,5.97,5.61,5.32,5.8,5.92,5.62,4.21,4.37,4.23,1,-0.12,5.32753307928219,-0.71,0.49,0.81,-4.69,1.51922817715548
"Q27J81","INF2_HUMAN","Inverted formin-2 (HBEBP2-binding protein C)","INF2",6.3,6.22,6.1,5.94,6.24,5.75,6.29,5.82,4.92,4.6,5.02,1,-0.11,5.74689769199641,-0.71,0.49,0.81,-4.69,1.29513184580649
"O94973","AP2A2_HUMAN","AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Huntingtin yeast partner J) (Huntingtin-interacting protein 9) (HIP-9) (Huntingtin-interacting protein J) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)","AP2A2",6.34,6.66,6.6,6.68,6.58,6.85,6.58,6.64,4.56,4.2,4.38,1,0.09,6.0061944880231,0.7,0.5,0.81,-4.69,2.27919091871513
"O95232","LC7L3_HUMAN","Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1)","LUC7L3",9.04,8.6,8.72,8.67,8.7,8.68,8.62,8.72,7.42,7.58,7.56,5,-0.08,8.39020594173176,-0.7,0.5,0.81,-4.69,1.23720005659995
"P18621","RL17_HUMAN","60S ribosomal protein L17 (60S ribosomal protein L23) (Large ribosomal subunit protein uL22) (PD-1)","RPL17",10.65,10.9,10.68,10.72,10.94,10.7,10.88,10.76,9.67,9.23,9.36,9,0.08,10.4103575660948,0.7,0.5,0.81,-4.69,1.39785907617838
"Q96AG4","LRC59_HUMAN","Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]","LRRC59",9.58,9.29,8.98,8.86,8.97,9,9.33,8.9,7.91,7.39,7.95,9,-0.13,8.74110987847367,-0.7,0.5,0.81,-4.69,1.4286509590971
"P98198","AT8B2_HUMAN","Phospholipid-transporting ATPase ID (EC 3.6.3.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2)","ATP8B2",7.18,6.94,6.96,6.86,7.19,7.32,6.83,6.98,4.38,4.5,4.32,1,0.09,6.31276586418338,0.7,0.5,0.81,-4.69,2.67912876980737
"P17612","KAPCA_HUMAN","cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)","PRKACA",4.53,6.09,6.22,5.95,6.2,5.96,5.93,5.62,4.9,4.58,4.24,1,0.23,5.47453862336527,0.7,0.5,0.81,-4.69,1.35472274300226
"Q96L92","SNX27_HUMAN","Sorting nexin-27","SNX27",5.91,6,6.21,5.94,5.96,6.02,6.32,6.17,4.02,3.91,4.33,1,0.1,5.52722332762249,0.7,0.5,0.81,-4.69,2.02880063441717
"P07910","HNRPC_HUMAN","Heterogeneous nuclear ribonucleoproteins C1/C2 (hnRNP C1/C2)","HNRNPC",10.22,9.87,9.57,9.74,9.92,9.66,9.78,9.67,8.69,8.73,8.7,8,-0.09,9.50301091847143,-0.69,0.5,0.81,-4.69,1.14577256586766
"Q9UKL0","RCOR1_HUMAN","REST corepressor 1 (Protein CoREST)","RCOR1",7.87,8.37,8.57,8.55,8.36,8.7,8.26,8.58,5.91,5.24,5.61,3,0.13,7.63748640330914,0.69,0.5,0.81,-4.69,2.88838245973967
"Q66PJ3","AR6P4_HUMAN","ADP-ribosylation factor-like protein 6-interacting protein 4 (ARL-6-interacting protein 4) (Aip-4) (HSP-975) (HSVI-binding protein) (SR-15) (SRp25) (SR-25) (Splicing factor SRrp37)","ARL6IP4",7.81,7.59,7.99,7.93,7.52,7.85,7.88,7.72,5.92,6.01,6.02,2,-0.09,7.29397163387689,-0.69,0.5,0.81,-4.69,1.84698917783806
"P40763","STAT3_HUMAN","Signal transducer and activator of transcription 3 (Acute-phase response factor)","STAT3",8,8.2,8.95,8.29,8.41,8.36,8.76,8.41,6.59,6.52,6.57,3,0.13,7.91398046353268,0.69,0.5,0.81,-4.69,1.923207891208
"P19388","RPAB1_HUMAN","DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II 23 kDa polypeptide) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog) (XAP4)","POLR2E",6.73,6.32,6.06,6.39,6.13,6.37,6.32,6.28,4.91,4.97,4.8,1,-0.1,5.93499591704741,-0.69,0.5,0.81,-4.69,1.47812261373641
"Q99584","S10AD_HUMAN","Protein S100-A13 (S100 calcium-binding protein A13)","S100A13",9.54,9.4,9.55,9.5,9.72,9.55,9.33,9.68,7.35,7.25,7.35,3,0.07,8.92878454361449,0.69,0.5,0.81,-4.69,2.25328035281135
"Q96P11","NSUN5_HUMAN","Probable 28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (NOL1-related protein) (NOL1R) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein)","NSUN5",7.21,6.6,6.5,6.7,6.59,6.63,6.65,6.71,5.13,5.24,4.92,1,-0.11,6.26156516164935,-0.69,0.5,0.81,-4.69,1.6573855546726
"Q13442","HAP28_HUMAN","28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1)","PDAP1",8.91,9.05,8.94,8.9,8.98,8.98,9.1,8.99,7.9,7.72,7.83,4,0.06,8.66230906898715,0.69,0.51,0.81,-4.69,1.19613883197757
"Q9NY93","DDX56_HUMAN","Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56)","DDX56",7.87,6.58,5.73,6.36,6.65,6.27,6.23,6.43,5.23,5.31,4.96,2,-0.24,6.14643298171274,-0.69,0.51,0.81,-4.69,1.46948903842844
"O60264","SMCA5_HUMAN","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)","SMARCA5",10.97,10.82,11.14,10.85,10.83,10.96,10.92,10.82,9.11,9.01,9.1,20,-0.07,10.4121838504635,-0.69,0.51,0.81,-4.69,1.87173599903485
"Q6AI08","HEAT6_HUMAN","HEAT repeat-containing protein 6 (Amplified in breast cancer protein 1)","HEATR6",7.14,7.22,7.56,6.99,7.3,7.33,7.41,7.24,5.94,5.68,5.73,2,0.09,6.86650131511198,0.69,0.51,0.81,-4.69,1.53371774683316
"Q96C19","EFHD2_HUMAN","EF-hand domain-containing protein D2 (Swiprosin-1)","EFHD2",6.98,6.72,6.57,6.73,6.53,6.79,6.47,6.8,5.31,5.54,5.06,1,-0.1,6.31845503785189,-0.68,0.51,0.81,-4.69,1.44559226746286
"P62888","RL30_HUMAN","60S ribosomal protein L30 (Large ribosomal subunit protein eL30)","RPL30",7.97,8.06,7.88,7.9,8.04,8.01,8.14,7.96,6.4,5.94,6.44,2,0.09,7.52315493420687,0.68,0.51,0.81,-4.69,1.77746206572478
"O75534","CSDE1_HUMAN","Cold shock domain-containing protein E1 (N-ras upstream gene protein) (Protein UNR)","CSDE1",10.56,10.7,10.92,10.55,10.81,10.68,10.9,10.65,9,8.78,8.95,14,0.08,10.2262735957723,0.68,0.51,0.81,-4.69,1.84759208332134
"P35241","RADI_HUMAN","Radixin","RDX",9.72,9.04,8.74,8.95,9.08,9,8.85,9.02,7.68,7.8,7.93,9,-0.12,8.71157635891624,-0.68,0.51,0.81,-4.69,1.3087522179094
"O15047","SET1A_HUMAN","Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.43) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)","SETD1A",5.54,5.98,6.21,6.02,6.03,6.06,6.08,6.14,4.1,4.91,3.98,1,0.14,5.54871804618934,0.68,0.51,0.81,-4.69,1.74601166066211
"P07355","ANXA2_HUMAN","Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)","ANXA2",10.08,9.69,9.24,9.58,9.73,9.48,9.32,9.63,8.52,8.52,8.5,7,-0.11,9.29807855803942,-0.68,0.51,0.81,-4.69,1.13577881614641
"Q9HBE1","PATZ1_HUMAN","POZ-, AT hook-, and zinc finger-containing protein 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278) (Zinc finger sarcoma gene protein)","PATZ1",4.32,4.97,5.29,5.62,5.25,5.68,5,5.51,2.49,0,1.8,1,0.31,4.17613783767664,0.68,0.51,0.81,-4.69,3.92895627494757
"P55884","EIF3B_HUMAN","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)","EIF3B",10.14,10.35,10.64,10.28,10.5,10.42,10.46,10.33,8.77,8.81,8.76,17,0.08,9.95221933213382,0.68,0.51,0.81,-4.69,1.65075664765027
"O43795","MYO1B_HUMAN","Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)","MYO1B",8.87,9.05,9.15,8.83,9.03,9,9.14,8.99,7.68,7.65,7.78,7,0.07,8.65318236189046,0.68,0.51,0.81,-4.69,1.34022660083944
"Q8IUE6","H2A2B_HUMAN","Histone H2A type 2-B","HIST2H2AB",6.44,5.72,5.88,6.02,5.47,5.86,6.11,6.13,5.11,5,4.83,1,-0.13,5.6888780826581,-0.68,0.51,0.81,-4.69,1.03923430078097
"Q14247","SRC8_HUMAN","Src substrate cortactin (Amplaxin) (Oncogene EMS1)","CTTN",10.26,10.4,10.82,10.3,10.51,10.54,10.8,10.33,9.29,9.55,9.52,14,0.1,10.2097859748634,0.68,0.51,0.81,-4.69,1.08989217275478
"Q96JM3","CHAP1_HUMAN","Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828)","CHAMP1",7.71,8.38,8.8,8.48,8.43,8.46,8.49,8.52,6.21,6.08,5.87,2,0.13,7.76669954640189,0.67,0.51,0.82,-4.69,2.42219512380652
"Q9UNE7","CHIP_HUMAN","E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)","STUB1",4.88,5.98,6.09,6.12,5.65,6.07,6.14,5.97,4.63,5.07,4.21,1,0.19,5.52848124535273,0.67,0.52,0.82,-4.69,1.31704267484231
"Q16204","CCDC6_HUMAN","Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4)","CCDC6",8.35,8.3,8.64,8.21,8.18,8.24,8.58,8.13,6.63,6.76,6.83,5,-0.09,7.89458205565685,-0.67,0.52,0.82,-4.69,1.63537683518243
"Q8WVP7","LMBR1_HUMAN","Limb region 1 protein homolog (Differentiation-related gene 14 protein)","LMBR1",1.97,2.33,2.96,3.28,2.61,3.11,2.71,3.11,1.48,0,1.38,1,0.25,2.26598139340684,0.67,0.52,0.82,-4.69,1.93042174530549
"P67870","CSK2B_HUMAN","Casein kinase II subunit beta (CK II beta) (Phosvitin) (Protein G5a)","CSNK2B",6.19,6.4,6.34,6.45,6.4,6.66,6.22,6.48,5.5,5.79,5.32,1,0.09,6.15850901316835,0.67,0.52,0.82,-4.69,0.90231725634926
"O95425","SVIL_HUMAN","Supervillin (Archvillin) (p205/p250)","SVIL",7.06,7.17,6.82,7.38,7.34,7.15,7,7.32,6.26,6.6,6.38,1,0.1,6.95282667234299,0.67,0.52,0.82,-4.69,0.794908969302082
"O43823","AKAP8_HUMAN","A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)","AKAP8",6.97,6.64,5.93,6.72,7.19,6.66,6.31,6.77,5.06,4.39,4.73,2,0.17,6.12666755147207,0.67,0.52,0.82,-4.69,2.00618103550699
"Q13347","EIF3I_HUMAN","Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36)","EIF3I",8.74,8.93,9.05,9.01,9.16,8.96,8.85,9.08,7.89,8.16,7.83,6,0.08,8.69528351287423,0.67,0.52,0.82,-4.69,1.04823102169793
"Q9UHB6","LIMA1_HUMAN","LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm)","LIMA1",3.06,3.45,3.24,2.97,3.59,3.2,2.83,3.73,2.58,3.05,2.48,1,0.15,3.10560587908827,0.67,0.52,0.82,-4.69,0.630731524304307
"P31943","HNRH1_HUMAN","Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]","HNRNPH1",10.4,10.09,9.8,9.98,10.25,9.86,9.85,9.94,8.48,8.22,8.35,3,-0.09,9.5666973094361,-0.66,0.52,0.82,-4.69,1.71978541819359
"Q9P258","RCC2_HUMAN","Protein RCC2 (RCC1-like protein TD-60) (Telophase disk protein of 60 kDa)","RCC2",9.89,9.92,10.02,10.13,10.09,10.14,9.91,10.08,8.23,8.37,8.35,11,0.06,9.55733028921197,0.66,0.52,0.82,-4.69,1.73747641458879
"Q9Y3Y2","CHTOP_HUMAN","Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG)","CHTOP",6.5,5.72,4.95,5.49,5.36,5.53,5.53,5.5,4.47,3.82,4.51,2,-0.19,5.2165109152423,-0.66,0.52,0.82,-4.7,1.39789841870483
"Q9UL15","BAG5_HUMAN","BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5)","BAG5",5.55,5.94,6.01,6.18,6.33,5.98,5.97,5.92,4.13,4.99,4.66,1,0.13,5.60533937790359,0.66,0.52,0.82,-4.7,1.46247624042238
"P49711","CTCF_HUMAN","Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)","CTCF",8.78,8.7,9.18,8.86,8.58,8.88,8.97,8.75,6.5,6.45,6.44,5,-0.08,8.19095555445742,-0.66,0.52,0.82,-4.7,2.41428090127202
"P45973","CBX5_HUMAN","Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha)","CBX5",9.21,9.39,9.79,9.69,9.36,9.64,9.7,9.74,7.82,8.01,7.87,5,0.09,9.11021934153655,0.66,0.52,0.82,-4.7,1.71369635451657
"O60506","HNRPQ_HUMAN","Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)","SYNCRIP",10.89,10.44,9.99,10.02,10.41,10.01,10.3,10.1,8.94,8.42,8.91,19,-0.13,9.85599245726982,-0.66,0.53,0.82,-4.7,1.57941790471174
"P60866","RS20_HUMAN","40S ribosomal protein S20 (Small ribosomal subunit protein uS10)","RPS20",6.84,7.5,7.43,7.49,7.38,7.52,7.43,7.4,5.89,5.29,5.78,3,0.11,6.9037453477881,0.65,0.53,0.82,-4.7,1.77781516653073
"Q15084","PDIA6_HUMAN","Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)","PDIA6",6.82,6.71,6.37,6.71,6.84,6.64,6.68,6.76,5.53,5.54,5.52,1,0.08,6.37604332196939,0.65,0.53,0.82,-4.7,1.2012225331751
"Q96T51","RUFY1_HUMAN","RUN and FYVE domain-containing protein 1 (FYVE-finger protein EIP1) (La-binding protein 1) (Rab4-interacting protein) (Zinc finger FYVE domain-containing protein 12)","RUFY1",6.58,6.26,6.3,6.09,6.07,6.22,6.37,6.22,5.23,5.05,5.2,1,-0.08,5.96251698627562,-0.65,0.53,0.82,-4.7,1.14591750818672
"Q96HC4","PDLI5_HUMAN","PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein)","PDLIM5",7.02,6.11,5.9,5.45,6.07,5.86,6.05,5.75,4.31,3.84,4.58,2,-0.19,5.53920206814077,-0.65,0.53,0.82,-4.7,1.87916975889195
"Q7Z4V5","HDGR2_HUMAN","Hepatoma-derived growth factor-related protein 2 (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2)","HDGFL2",8.21,7.58,7.78,7.81,7.72,7.83,7.68,7.75,6.73,7.1,6.56,3,-0.1,7.52343499866521,-0.65,0.53,0.82,-4.7,1.0436619295406
"Q01082","SPTB2_HUMAN","Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)","SPTBN1",10.59,9.62,9.46,9.68,9.82,9.68,9.45,9.83,8.67,9.1,8.82,12,-0.14,9.51986019749064,-0.64,0.53,0.82,-4.7,0.974646129513662
"O60716","CTND1_HUMAN","Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas))","CTNND1",8.15,8.62,8.24,8.38,8.63,8.44,8.31,8.35,7.31,7.7,7.43,5,0.09,8.14049234556792,0.64,0.53,0.82,-4.7,0.954181328083755
"Q9NW64","RBM22_HUMAN","Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22) (Zinc finger CCCH domain-containing protein 16)","RBM22",8.27,8.23,8.42,8.51,8.42,8.5,8.38,8.4,6.66,6.83,6.89,3,0.07,7.95651599030502,0.64,0.53,0.82,-4.7,1.62830816472205
