"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Q14137","BOP1_HUMAN","Ribosome biogenesis protein BOP1 (Block of proliferation 1 protein)","BOP1",8.68,8.41,8.84,8.84,8.78,8.45,8.71,7.51,7.83,7.61,8,0.99,8.36624687457818,7.26,9.1e-06,1.4e-05,3.4
"Q8IZ83","A16A1_HUMAN","Aldehyde dehydrogenase family 16 member A1","ALDH16A1",7.72,7.72,7.89,7.58,7.67,7.63,7.76,6.64,7.13,6.65,4,0.97,7.43914263681712,7.25,9.2e-06,1.5e-05,3.39
"P67936","TPM4_HUMAN","Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4)","TPM4",9.3,8.96,8.93,9.23,8.98,9.02,9.1,8.26,8.3,8.2,9,0.81,8.8270772848097,7.23,9.4e-06,1.5e-05,3.37
"Q8WWM7","ATX2L_HUMAN","Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein)","ATXN2L",7.14,7.23,7.17,7.26,7.13,7.08,7.2,6.15,6.56,6.16,2,0.89,6.90974889582596,7.22,9.5e-06,1.5e-05,3.35
"P62805","H4_HUMAN","Histone H4","HIST1H4A",11.59,11.68,11.87,11.71,11.86,11.79,11.93,11.13,11,10.99,11,0.67,11.5547787280568,7.22,9.6e-06,1.5e-05,3.35
"P54920","SNAA_HUMAN","Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha)","NAPA",6.94,7.13,6.94,6.85,6.96,7.12,6.97,6.17,6.28,5.98,2,0.86,6.73416681814355,7.22,9.6e-06,1.5e-05,3.34
"Q6P2E9","EDC4_HUMAN","Enhancer of mRNA-decapping protein 4 (Autoantigen Ge-1) (Autoantigen RCD-8) (Human enhancer of decapping large subunit) (Hedls)","EDC4",8.01,7.89,7.84,7.94,7.87,7.96,7.91,7.01,7.29,7.25,8,0.73,7.69665459598337,7.21,9.7e-06,1.5e-05,3.33
"Q16891","MIC60_HUMAN","MICOS complex subunit MIC60 (Cell proliferation-inducing gene 4/52 protein) (Mitochondrial inner membrane protein) (Mitofilin) (p87/89)","IMMT",9.09,9.11,9.14,9.06,9.07,9.19,9.19,8.46,8.56,8.56,11,0.59,8.94291737643861,7.19,9.9e-06,1.6e-05,3.31
"O15047","SET1A_HUMAN","Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.43) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)","SETD1A",5.69,5.92,5.73,5.74,5.78,5.79,5.85,4.1,4.91,3.98,1,1.45,5.34980671755896,7.19,9.9e-06,1.6e-05,3.31
"O95391","SLU7_HUMAN","Pre-mRNA-splicing factor SLU7 (hSlu7)","SLU7",5.86,5.78,6.1,6.24,6.25,5.81,6.18,5.01,4.68,4.61,1,1.15,5.65229989217109,7.19,1e-05,1.6e-05,3.3
"P08865","RSSA_HUMAN","40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Colon carcinoma laminin-binding protein) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (Multidrug resistance-associated protein MGr1-Ag) (NEM/1CHD4) (Small ribosomal subunit protein uS2)","RPSA",7.71,7.23,7.48,7.61,7.45,7.48,7.44,6.67,6.21,6.44,4,1.03,7.17251704314924,7.18,1e-05,1.6e-05,3.29
"P49591","SYSC_HUMAN","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","SARS",7.22,7.18,6.99,7.04,7.17,7.28,6.94,6.3,6.25,6.34,3,0.84,6.87203064840765,7.17,1e-05,1.6e-05,3.28
"O75400","PR40A_HUMAN","Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)","PRPF40A",8.56,8.6,8.75,8.75,8.65,8.58,8.65,7.78,8.08,7.76,8,0.76,8.41475339374976,7.17,1e-05,1.6e-05,3.28
"Q8NC51","PAIRB_HUMAN","Plasminogen activator inhibitor 1 RNA-binding protein (PAI1 RNA-binding protein 1) (PAI-RBP1) (SERPINE1 mRNA-binding protein 1)","SERBP1",9.6,9.34,9.41,9.51,9.4,9.68,9.44,8.73,8.15,8.49,9,0.99,9.17405314382883,7.16,1e-05,1.6e-05,3.26
"Q96HP0","DOCK6_HUMAN","Dedicator of cytokinesis protein 6","DOCK6",4.61,4.73,5.05,4.52,4.53,4.87,4.66,3.38,3.74,3.61,1,1.22,4.36945829489178,7.15,1.1e-05,1.6e-05,3.25
"P57740","NU107_HUMAN","Nuclear pore complex protein Nup107 (107 kDa nucleoporin) (Nucleoporin Nup107)","NUP107",5.61,5.5,5.81,5.45,5.64,5.61,5.63,4.82,4.62,4.76,2,0.91,5.34384202823797,7.15,1.1e-05,1.6e-05,3.25
"P05023","AT1A1_HUMAN","Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 3.6.3.9) (Sodium pump subunit alpha-1)","ATP1A1",4.97,4.86,5.16,5.25,4.94,4.94,5.47,3.74,3.17,3.76,2,1.44,4.62636308500172,7.15,1.1e-05,1.6e-05,3.24
"Q9UBC2","EP15R_HUMAN","Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)","EPS15L1",6.62,6.25,6.29,6.08,6.13,6.34,6.23,5.45,5.31,5.54,2,0.95,6.02484812671695,7.15,1.1e-05,1.7e-05,3.24
"Q9BYD3","RM04_HUMAN","39S ribosomal protein L4, mitochondrial (L4mt) (MRP-L4) (Mitochondrial large ribosomal subunit protein uL4m)","MRPL4",6.28,6.19,6.26,6.48,6.09,6.2,6.31,5.49,5.08,5.18,1,0.99,5.95542649199697,7.14,1.1e-05,1.7e-05,3.24
"P24534","EF1B_HUMAN","Elongation factor 1-beta (EF-1-beta)","EEF1B2",9.32,9.5,9.36,9.18,9.27,9.67,9.3,8.38,8.06,8.59,4,1.05,9.06338953162668,7.14,1.1e-05,1.7e-05,3.24
"P68400","CSK21_HUMAN","Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)","CSNK2A1",5.88,6.12,6.04,6.09,5.92,6.12,5.84,4.64,4.92,5.2,1,1.09,5.67777679980037,7.14,1.1e-05,1.7e-05,3.22
"P62195","PRS8_HUMAN","26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)","PSMC5",6.6,6.75,6.55,6.72,6.61,6.88,6.9,5.84,5.69,5.83,2,0.84,6.43827850154611,7.13,1.1e-05,1.7e-05,3.22
"P37802","TAGL2_HUMAN","Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog)","TAGLN2",8.97,8.55,8.97,8.95,8.88,8.65,9.06,7.8,7.98,7.87,7,0.95,8.56808678705035,7.13,1.1e-05,1.7e-05,3.21
"P19525","E2AK2_HUMAN","Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)","EIF2AK2",6.16,5.97,6.05,6.24,6.17,6.32,6.02,5.22,5.27,5.19,1,0.83,5.86169774450783,7.12,1.1e-05,1.7e-05,3.2
"Q8WU90","ZC3HF_HUMAN","Zinc finger CCCH domain-containing protein 15 (DRG family-regulatory protein 1) (Likely ortholog of mouse immediate early response erythropoietin 4)","ZC3H15",8.79,8.79,8.56,8.58,8.5,9,8.55,7.73,7.19,7.73,4,1.17,8.34000041332169,7.11,1.1e-05,1.7e-05,3.19
"P50851","LRBA_HUMAN","Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein) (CDC4-like protein)","LRBA",5.78,6.41,6.15,6.42,6.16,5.39,5.84,4.1,4.01,4.67,1,1.85,5.49397602898801,7.09,1.1e-05,1.8e-05,3.16
"Q9NQZ2","SAS10_HUMAN","Something about silencing protein 10 (Charged amino acid-rich leucine zipper 1) (CRL1) (Disrupter of silencing SAS10) (UTP3 homolog)","UTP3",5.74,5.57,5.6,5.83,5.7,5.65,5.63,4.91,4.65,4.52,2,0.94,5.37961352422598,7.08,1.2e-05,1.8e-05,3.14
"Q9Y5J1","UTP18_HUMAN","U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50)","UTP18",4.75,4.99,4.75,4.88,4.54,4.46,4.61,3.68,3.84,3.41,1,1.19,4.39031423412424,7.07,1.2e-05,1.8e-05,3.13
"Q9H0X9","OSBL5_HUMAN","Oxysterol-binding protein-related protein 5 (ORP-5) (OSBP-related protein 5) (Oxysterol-binding protein homolog 1)","OSBPL5",6.23,6.36,6.58,6.86,6.48,6.18,6.65,4.93,5.35,4.67,2,1.41,6.02944129403337,7.07,1.2e-05,1.8e-05,3.13
"Q12768","WASC5_HUMAN","WASH complex subunit 5 (Strumpellin) (WASH complex subunit strumpellin)","WASHC5",7.1,7.45,7.08,7.38,7.12,7.15,7.06,6.08,6.4,6.23,2,0.97,6.90477225170475,7.07,1.2e-05,1.8e-05,3.12
"Q9ULC4","MCTS1_HUMAN","Malignant T-cell-amplified sequence 1 (MCT-1) (Multiple copies T-cell malignancies)","MCTS1",3.83,4.1,3.82,3.58,3.82,3.8,3.33,2.64,2.56,2.5,2,1.35,3.39874641219755,7.07,1.2e-05,1.8e-05,3.12
"Q13813","SPTN1_HUMAN","Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)","SPTAN1",9.37,9.13,9.11,9.11,9.04,9,9.21,8.29,8.6,8.45,18,0.76,8.93023095212633,7.06,1.2e-05,1.8e-05,3.11
"Q6UXN9","WDR82_HUMAN","WD repeat-containing protein 82 (Protein TMEM113) (Swd2)","WDR82",6.04,5.75,6.23,6.2,6.1,6.08,6.13,5.06,5.15,4.83,1,0.99,5.75761682354065,7.04,1.2e-05,1.9e-05,3.08
"P21283","VATC1_HUMAN","V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1)","ATP6V1C1",5.9,6.34,6.14,5.84,6.07,6.42,5.92,4.75,5.12,4.58,1,1.31,5.70738089446715,7.03,1.2e-05,1.9e-05,3.07
"Q9Y4X5","ARI1_HUMAN","E3 ubiquitin-protein ligase ARIH1 (EC 2.3.2.27) (H7-AP2) (HHARI) (Monocyte protein 6) (MOP-6) (Protein ariadne-1 homolog) (ARI-1) (UbcH7-binding protein) (UbcM4-interacting protein) (Ubiquitin-conjugating enzyme E2-binding protein 1)","ARIH1",5.01,5.49,5.56,5.66,5.42,5.46,5.61,4.39,3.84,3.98,1,1.29,5.04178964030667,7.03,1.3e-05,1.9e-05,3.07
"Q05519","SRS11_HUMAN","Serine/arginine-rich splicing factor 11 (Arginine-rich 54 kDa nuclear protein) (p54) (Splicing factor, arginine/serine-rich 11)","SRSF11",7.81,8.23,7.7,7.85,7.68,7.96,7.6,6.67,7.01,6.87,3,1.06,7.53781912700872,7.02,1.3e-05,1.9e-05,3.06
"P49458","SRP09_HUMAN","Signal recognition particle 9 kDa protein (SRP9)","SRP9",7.61,7.8,7.76,7.48,7.77,7.87,7.75,6.84,6.99,6.91,1,0.81,7.47717822789053,7.01,1.3e-05,2e-05,3.03
"O95433","AHSA1_HUMAN","Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38)","AHSA1",6.67,7.41,6.93,6.6,6.96,7.37,6.61,5.52,5.53,5.46,1,1.5,6.50655887955842,7.01,1.3e-05,2e-05,3.03
"O00764","PDXK_HUMAN","Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)","PDXK",4.46,4.58,4.21,4.46,4.62,4.5,4.82,3.01,3.41,3.21,1,1.21,4.12767476592474,7,1.3e-05,2e-05,3.02
"P56182","RRP1_HUMAN","Ribosomal RNA processing protein 1 homolog A (Novel nuclear protein 1) (NNP-1) (Nucleolar protein Nop52) (RRP1-like protein)","RRP1",6.3,6.46,6.47,6.66,6.43,6.17,6.61,5.31,5.43,4.81,4,1.22,6.06509809723433,7,1.3e-05,2e-05,3.02
"O76003","GLRX3_HUMAN","Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)","GLRX3",5.19,5.8,5.31,5.03,5.32,5.93,5.45,3.68,2.95,3.91,1,1.92,4.85618820487046,6.99,1.3e-05,2e-05,3.01
"Q12955","ANK3_HUMAN","Ankyrin-3 (ANK-3) (Ankyrin-G)","ANK3",7.06,7.3,7.49,7.33,7.31,7.25,7.38,5.67,6.47,5.98,3,1.24,6.92378955094188,6.99,1.3e-05,2e-05,3.01
"P50995","ANX11_HUMAN","Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50)","ANXA11",7.83,7.62,7.98,7.97,7.83,7.73,7.89,6.83,7.15,6.81,3,0.88,7.56420082559079,6.98,1.3e-05,2e-05,2.99
"O00567","NOP56_HUMAN","Nucleolar protein 56 (Nucleolar protein 5A)","NOP56",9.43,9.16,9.59,9.49,9.28,9.24,9.4,8.44,8.69,8.27,13,0.92,9.09812654279651,6.97,1.4e-05,2.1e-05,2.98
"Q7L775","EPMIP_HUMAN","EPM2A-interacting protein 1 (Laforin-interacting protein)","EPM2AIP1",4.85,4.86,5.01,4.97,4.81,4.9,4.99,3.88,4.07,3.57,1,1.06,4.59088696514303,6.96,1.4e-05,2.1e-05,2.96
"Q14684","RRP1B_HUMAN","Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B)","RRP1B",5.82,6.18,6.22,6.07,5.78,5.83,5.94,5.02,5.14,4.56,2,1.17,5.65659769764229,6.95,1.4e-05,2.1e-05,2.94
"O60832","DKC1_HUMAN","H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)","DKC1",9.53,9.31,9.74,9.64,9.49,9.36,9.63,8.6,8.8,8.35,11,0.94,9.24456645283197,6.94,1.4e-05,2.1e-05,2.94
"Q9H910","JUPI2_HUMAN","Jupiter microtubule associated homolog 2 (Hematological and neurological expressed 1-like protein) (HN1-like protein)","JPT2",6.86,6.67,6.96,6.95,6.79,6.68,6.89,5.71,6.12,5.87,2,0.93,6.54968241217215,6.93,1.4e-05,2.2e-05,2.92
"Q16576","RBBP7_HUMAN","Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)","RBBP7",8.63,9.09,9.08,9.33,9.19,8.65,9.21,7.9,7.68,7.47,3,1.25,8.62281199450904,6.89,1.5e-05,2.3e-05,2.85
"Q9UNL2","SSRG_HUMAN","Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma)","SSR3",6.13,6.09,5.89,6.13,6.04,5.9,5.76,5,3.92,4.62,1,1.53,5.54885523326119,6.87,1.6e-05,2.4e-05,2.83
"P84098","RL19_HUMAN","60S ribosomal protein L19 (Large ribosomal subunit protein eL19)","RPL19",9.74,9.58,9.56,9.54,9.54,9.85,9.63,9.02,8.54,8.68,8,0.87,9.36832536828209,6.87,1.6e-05,2.4e-05,2.82
"Q8TDN6","BRX1_HUMAN","Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2)","BRIX1",8.54,8.07,8.63,8.51,8.32,8.22,8.41,7.47,7.44,6.98,5,1.11,8.05775859250451,6.83,1.7e-05,2.5e-05,2.76
"Q52LJ0","FA98B_HUMAN","Protein FAM98B","FAM98B",4.81,4.39,4.64,4.31,4.73,4.54,4.8,3.47,3.51,3.34,1,1.18,4.25497138615268,6.82,1.7e-05,2.5e-05,2.76
"O00750","P3C2B_HUMAN","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta (PI3K-C2-beta) (PtdIns-3-kinase C2 subunit beta) (EC 2.7.1.154) (C2-PI3K) (Phosphoinositide 3-kinase-C2-beta)","PIK3C2B",5.32,5.58,5.14,5.53,5.3,5.43,5.45,4.04,4.5,4.29,1,1.07,5.05735628177096,6.81,1.7e-05,2.6e-05,2.74
"Q9NR46","SHLB2_HUMAN","Endophilin-B2 (SH3 domain-containing GRB2-like protein B2)","SH3GLB2",5.84,5.65,5.55,5.7,5.87,5.73,5.87,4.87,4.23,4.65,1,1.1,5.39540209920323,6.81,1.7e-05,2.6e-05,2.74
"Q9GZR7","DDX24_HUMAN","ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24)","DDX24",6.68,6.77,6.96,6.88,6.82,6.63,6.81,5.94,6.12,5.79,2,0.85,6.53985824294317,6.81,1.7e-05,2.6e-05,2.73
"Q92541","RTF1_HUMAN","RNA polymerase-associated protein RTF1 homolog","RTF1",5.88,5.97,5.98,5.87,6.04,5.9,6.01,4.33,5.15,4.2,1,1.38,5.53290174482692,6.81,1.7e-05,2.6e-05,2.73
"P62854","RS26_HUMAN","40S ribosomal protein S26 (Small ribosomal subunit protein eS26)","RPS26",6.12,5.8,6.18,6.48,5.95,6.18,6.03,5.06,4.8,4.99,1,1.08,5.75986244783997,6.8,1.7e-05,2.6e-05,2.73
"P17858","PFKAL_HUMAN","ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)","PFKL",7.35,8.24,7.45,7.48,7.41,8.21,7.58,6.2,5.96,6.02,3,1.62,7.18896433017296,6.8,1.7e-05,2.6e-05,2.72
"Q7RTV0","PHF5A_HUMAN","PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b)","PHF5A",7.89,7.7,8.09,7.9,8.05,7.7,7.99,7.1,7.1,6.95,3,0.84,7.64686066905449,6.79,1.8e-05,2.6e-05,2.71
"Q9Y2W1","TR150_HUMAN","Thyroid hormone receptor-associated protein 3 (BCLAF1 and THRAP3 family member 2) (Thyroid hormone receptor-associated protein complex 150 kDa component) (Trap150)","THRAP3",9.37,9.41,9.32,9.2,9.41,9.35,9.2,8.28,8.82,8.4,10,0.87,9.07557017672771,6.79,1.8e-05,2.6e-05,2.71
"Q9H7T0","CTSRB_HUMAN","Cation channel sperm-associated protein subunit beta (CatSper-beta)","CATSPERB",6.14,6.71,7.11,6.95,6.92,6.15,6.89,4.35,5.19,4.67,1,1.91,6.10753599489041,6.78,1.8e-05,2.7e-05,2.68
"Q15717","ELAV1_HUMAN","ELAV-like protein 1 (Hu-antigen R) (HuR)","ELAVL1",9.78,9.29,9.72,9.83,9.56,9.58,9.74,8.75,8.81,8.65,9,0.86,9.36998710483524,6.77,1.8e-05,2.7e-05,2.68
"Q9NRY4","RHG35_HUMAN","Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A)","ARHGAP35",6.47,6.62,6.6,6.76,6.51,6.58,6.58,5.69,5.93,5.56,2,0.84,6.32897203349448,6.77,1.8e-05,2.7e-05,2.68
"O60506","HNRPQ_HUMAN","Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)","SYNCRIP",10.15,9.7,9.73,10.12,9.72,10.01,9.81,8.94,8.42,8.91,19,1.11,9.5500574487965,6.77,1.8e-05,2.7e-05,2.68
"Q9UJU6","DBNL_HUMAN","Drebrin-like protein (Cervical SH3P7) (Cervical mucin-associated protein) (Drebrin-F) (HPK1-interacting protein of 55 kDa) (HIP-55) (SH3 domain-containing protein 7)","DBNL",5.19,5.27,5.34,4.96,4.91,5.49,4.89,4.13,3.89,4.23,1,1.18,4.82931299595515,6.76,1.8e-05,2.7e-05,2.66
"Q9NWV4","CA123_HUMAN","UPF0587 protein C1orf123","C1orf123",3.81,4.25,4.04,3.63,3.53,3.8,3.74,1.73,2.84,2.32,1,1.74,3.37069910059599,6.75,1.9e-05,2.8e-05,2.65
"Q5JSZ5","PRC2B_HUMAN","Protein PRRC2B (HLA-B-associated transcript 2-like 1) (Proline-rich coiled-coil protein 2B)","PRRC2B",5.28,5.26,5.09,5.08,5.32,5.19,5.32,3.91,4.32,4.34,1,1.02,4.90808628808913,6.74,1.9e-05,2.8e-05,2.62
"Q15773","MLF2_HUMAN","Myeloid leukemia factor 2 (Myelodysplasia-myeloid leukemia factor 2)","MLF2",6.28,6.4,6.56,6.5,6.41,6.3,6.51,5.28,5.75,5.29,2,0.97,6.1268235814176,6.71,2e-05,2.9e-05,2.59
"Q15269","PWP2_HUMAN","Periodic tryptophan protein 2 homolog","PWP2",7.49,7.31,7.57,7.73,7.57,7.25,7.52,6.65,6.6,6.32,4,0.93,7.20055036645616,6.7,2e-05,3e-05,2.57
"Q15637","SF01_HUMAN","Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)","SF1",7.13,6.74,6.96,7.24,7.02,6.96,7.04,5.77,6.2,6.02,4,0.95,6.70782882630169,6.69,2e-05,3e-05,2.56
"Q9H7S9","ZN703_HUMAN","Zinc finger protein 703 (Zinc finger elbow-related proline domain protein 1)","ZNF703",2.05,1.56,2.41,2.44,2.65,2.08,2.18,0,0,0,1,2.01,1.53841882107677,6.69,2e-05,3e-05,2.55
"P43487","RANG_HUMAN","Ran-specific GTPase-activating protein (Ran-binding protein 1) (RanBP1)","RANBP1",7.55,7.77,7.36,7.05,7.37,7.76,7.36,6.47,6.33,6.55,2,1.11,7.15721030704473,6.69,2e-05,3e-05,2.55
"Q13347","EIF3I_HUMAN","Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36)","EIF3I",8.64,8.76,8.72,8.87,8.67,8.56,8.79,7.89,8.16,7.83,6,0.74,8.48857442966754,6.68,2.1e-05,3e-05,2.54
"P27105","STOM_HUMAN","Erythrocyte band 7 integral membrane protein (Protein 7.2b) (Stomatin)","STOM",6.11,6.05,6.01,6.08,6.14,5.76,6.26,5,5.25,5.13,1,0.93,5.77880652192411,6.68,2.1e-05,3e-05,2.54
"P25786","PSA1_HUMAN","Proteasome subunit alpha type-1 (EC 3.4.25.1) (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)","PSMA1",6.68,6.42,6.6,6.72,6.59,6.49,6.85,5.64,5.71,5.82,1,0.84,6.35016859603051,6.68,2.1e-05,3e-05,2.54
"P17612","KAPCA_HUMAN","cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)","PRKACA",5.8,5.94,5.66,5.91,5.68,5.65,5.34,4.9,4.58,4.24,1,1.23,5.3695015505668,6.67,2.1e-05,3.1e-05,2.52
"Q9BU76","MMTA2_HUMAN","Multiple myeloma tumor-associated protein 2 (hMMTAG2)","MMTAG2",7.48,7.74,7.85,7.77,7.68,7.7,7.59,6.67,7.07,6.62,3,0.9,7.41665536566858,6.65,2.2e-05,3.2e-05,2.48
"P51608","MECP2_HUMAN","Methyl-CpG-binding protein 2 (MeCp-2 protein) (MeCp2)","MECP2",6.61,6.41,6.61,6.66,6.69,6.55,6.61,5.83,5.85,5.52,3,0.81,6.33415791325264,6.63,2.2e-05,3.3e-05,2.46
"Q01081","U2AF1_HUMAN","Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 small nuclear RNA auxiliary factor 1) (U2 snRNP auxiliary factor small subunit)","U2AF1",8.66,8.6,8.8,8.86,8.76,8.57,8.75,7.76,8.15,7.78,4,0.79,8.46891166689639,6.6,2.3e-05,3.4e-05,2.42
"Q16629","SRSF7_HUMAN","Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)","SRSF7",9.53,9.22,9.52,9.57,9.38,9.4,9.51,8.73,8.83,8.62,7,0.7,9.23161003624985,6.58,2.4e-05,3.5e-05,2.38
"P35580","MYH10_HUMAN","Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)","MYH10",8.69,8.98,8.45,8.59,8.47,8.61,8.56,7.63,8.03,7.79,12,0.89,8.38139421246393,6.57,2.4e-05,3.5e-05,2.37
"P11586","C1TC_HUMAN","C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]","MTHFD1",9.42,9.76,9.24,9.05,9.2,9.79,9.22,8.32,8.26,8.39,10,1.15,9.06365755953103,6.57,2.4e-05,3.6e-05,2.37
"O15160","RPAC1_HUMAN","DNA-directed RNA polymerases I and III subunit RPAC1 (DNA-directed RNA polymerase I subunit C) (RNA polymerases I and III subunit AC1) (AC40) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (RPA40) (RPA39) (RPC40)","POLR1C",3.72,4.12,3.62,3.91,3.62,4.01,3.91,2.58,2.42,2.65,1,1.27,3.45598129088638,6.56,2.5e-05,3.6e-05,2.35
"Q9H7B2","RPF2_HUMAN","Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog)","RPF2",8.42,7.85,8.43,8.41,8.23,8.07,8.18,7.18,7.25,6.63,5,1.22,7.86399919342006,6.53,2.6e-05,3.8e-05,2.31
"P55317","FOXA1_HUMAN","Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)","FOXA1",4.1,3.8,4.93,4.71,4.74,3.86,4.66,2.01,2.53,2.28,1,2,3.7608745161726,6.52,2.6e-05,3.8e-05,2.29
"Q9BTL3","RAM_HUMAN","RNMT-activating mini protein (RAM) (Protein FAM103A1)","FAM103A1",6.15,5.75,6.13,6,6.02,5.64,6.04,4.7,4.57,5.19,1,1.19,5.61882166080663,6.51,2.6e-05,3.9e-05,2.28
