"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B","controlLogFoldChange"
"Q8WW12","PCNP_HUMAN","PEST proteolytic signal-containing nuclear protein (PCNP) (PEST-containing nuclear protein)","PCNP",3.6,3.57,4.12,3.38,3.77,3.67,3.83,1.77,2.08,1.96,1,-0.1,3.17413774931006,-0.51,0.62,1,-5.1,1.8293653511385
"Q00839","HNRPU_HUMAN","Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120)","HNRNPU",12.46,12.26,12.32,12.41,12.23,12.35,12.22,11.13,10.85,11.02,30,-0.05,11.9247327587616,-0.51,0.62,1,-5.1,1.35105611198357
"Q8IY33","MILK2_HUMAN","MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2)","MICALL2",4.91,4.87,5.09,5.18,4.83,4.64,4.85,3.99,4.35,4.42,1,-0.08,4.71249269053291,-0.51,0.62,1,-5.1,0.706444636387516
"P35573","GDE_HUMAN","Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]","AGL",4.92,5.21,4.64,4.64,4.96,5.01,4.76,4.45,4.47,4.24,1,-0.08,4.73081874725913,-0.5,0.62,1,-5.1,0.536174500550063
"P62851","RS25_HUMAN","40S ribosomal protein S25 (Small ribosomal subunit protein eS25)","RPS25",8.87,8.19,8.45,8.74,8.38,8.82,8.42,7.93,7.47,7.74,5,0.09,8.30217977218199,0.5,0.62,1,-5.1,0.874038506836551
"Q15459","SF3A1_HUMAN","Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)","SF3A1",8.75,8.61,8.56,8.61,8.64,8.61,8.52,7.39,7.36,7.59,11,-0.05,8.26454840350988,-0.5,0.62,1,-5.1,1.19257501903568
"Q01518","CAP1_HUMAN","Adenylyl cyclase-associated protein 1 (CAP 1)","CAP1",6.21,6.42,6.17,6.17,6.22,6.19,6.28,4.63,4.57,4.64,2,-0.05,5.75073692189958,-0.5,0.62,1,-5.1,1.65133833226927
"Q99623","PHB2_HUMAN","Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity)","PHB2",8.95,9.49,9,8.7,9.07,9.32,9.19,7.6,7.63,7.55,6,-0.08,8.65088538768154,-0.5,0.62,1,-5.1,1.55432103323161
"Q8IZQ5","SELH_HUMAN","Selenoprotein H (SelH)","SELENOH",6.13,6.39,6.4,6.44,6.38,6.21,6.46,5.39,5.83,5.36,1,0.07,6.10020133727758,0.5,0.62,1,-5.1,0.849717480337917
"Q9BYG3","MK67I_HUMAN","MKI67 FHA domain-interacting nucleolar phosphoprotein (Nucleolar phosphoprotein Nopp34) (Nucleolar protein interacting with the FHA domain of pKI-67) (hNIFK)","NIFK",6.27,6.06,6.35,6.67,6.23,6.09,6.21,5.18,5.4,5.38,4,0.07,5.98495360196345,0.5,0.63,1,-5.1,0.978115138847809
"Q15287","RNPS1_HUMAN","RNA-binding protein with serine-rich domain 1 (SR-related protein LDC2)","RNPS1",6.86,6.51,6.63,6.66,6.76,6.85,6.63,5.43,5.4,5.6,4,0.06,6.33431989923621,0.5,0.63,1,-5.1,1.24527784998512
"O95071","UBR5_HUMAN","E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog) (hHYD) (Progestin-induced protein)","UBR5",7.06,5.66,7.83,5.85,5.61,7.55,7.13,4.5,4.82,6.34,2,-0.31,6.23463178866948,-0.5,0.63,1,-5.1,1.6321058520041
"P23771","GATA3_HUMAN","Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3)","GATA3",7.84,8.08,8.53,8.19,8.35,7.95,8.44,5.27,5,5.26,3,0.08,7.29134358381194,0.5,0.63,1,-5.1,3.05327575952976
"P06493","CDK1_HUMAN","Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)","CDK1",5.32,5.27,5.71,5.66,5.58,5.33,5.44,4.91,5.12,4.92,1,0.07,5.32627897208939,0.5,0.63,1,-5.1,0.520961801501877
"P55072","TERA_HUMAN","Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)","VCP",9.79,9.31,9.51,9.65,9.5,9.58,9.64,8.9,8.97,8.96,12,0.05,9.38001117960597,0.5,0.63,1,-5.1,0.649556926065596
"Q9H993","ARMT1_HUMAN","Protein-glutamate O-methyltransferase (EC 2.1.1.-) (Acidic residue methyltransferase 1)","ARMT1",4.7,5.83,4.94,4.71,4.91,5.56,4.89,3.62,3.58,3.07,1,-0.14,4.57928515452848,-0.5,0.63,1,-5.1,1.73245493562878
"Q9Y2W2","WBP11_HUMAN","WW domain-binding protein 11 (WBP-11) (Npw38-binding protein) (NpwBP) (SH3 domain-binding protein SNP70) (Splicing factor that interacts with PQBP-1 and PP1)","WBP11",5.91,5.91,5.46,5.44,5.76,5.84,5.68,4.46,4.37,4.76,2,-0.08,5.35827322752754,-0.5,0.63,1,-5.1,1.22852267258727
"P07305","H10_HUMAN","Histone H1.0 (Histone H1') (Histone H1(0)) [Cleaved into: Histone H1.0, N-terminally processed]","H1F0",8.88,8.79,8.77,8.55,8.69,9,8.82,8.25,8.15,8.13,5,-0.05,8.60214730586222,-0.5,0.63,1,-5.1,0.640610802527419
"Q9BZE4","NOG1_HUMAN","Nucleolar GTP-binding protein 1 (Chronic renal failure gene protein) (GTP-binding protein NGB)","GTPBP4",8.98,8.77,9.06,9.18,8.98,8.81,8.97,8.02,8.06,7.93,14,0.05,8.67513875384295,0.5,0.63,1,-5.1,0.980142343509558
"P52272","HNRPM_HUMAN","Heterogeneous nuclear ribonucleoprotein M (hnRNP M)","HNRNPM",12.19,11.88,11.96,11.98,11.9,12.04,11.96,11.05,10.92,11.01,43,-0.04,11.6889199988695,-0.5,0.63,1,-5.1,1.01616709363858
"Q96T88","UHRF1_HUMAN","E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)","UHRF1",7.65,8.16,8.03,7.68,7.96,8.02,7.88,5.86,5.8,5.84,4,-0.06,7.28773756207098,-0.49,0.63,1,-5.1,2.11200199568105
"Q06323","PSME1_HUMAN","Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)","PSME1",4.48,3.68,4.72,4.65,4.45,3.96,4.71,4.06,4.82,3.72,1,0.15,4.32572675966121,0.49,0.63,1,-5.1,0.241145343251298
"Q15366","PCBP2_HUMAN","Poly(rC)-binding protein 2 (Alpha-CP2) (Heterogeneous nuclear ribonucleoprotein E2) (hnRNP E2)","PCBP2",8.77,8.8,8.68,8.77,8.57,8.76,8.72,7.38,7.34,7.26,5,-0.04,8.30617509446084,-0.49,0.63,1,-5.1,1.42044193799758
"P48735","IDHP_HUMAN","Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)","IDH2",8.71,8.75,8.45,8.6,8.49,8.69,8.55,7.82,7.88,7.53,5,-0.05,8.34788352723588,-0.49,0.63,1,-5.1,0.89182583110705
"O15231","ZN185_HUMAN","Zinc finger protein 185 (LIM domain protein ZNF185) (P1-A)","ZNF185",8.01,7.62,7.98,7.97,7.9,7.82,8,7.07,7.33,7.25,4,0.06,7.69617358089518,0.49,0.63,1,-5.1,0.70499677340561
"Q9BXJ9","NAA15_HUMAN","N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)","NAA15",6.18,5.96,6.26,6.27,6.02,6.27,6.19,5.52,5.5,5.51,1,0.06,5.96746253922153,0.49,0.63,1,-5.1,0.67924978454473
"Q9BTL3","RAM_HUMAN","RNMT-activating mini protein (RAM) (Protein FAM103A1)","FAM103A1",6.15,5.75,6.13,6,6.02,5.64,6.04,4.7,4.57,5.19,1,-0.08,5.61882166080663,-0.49,0.63,1,-5.1,1.18928569052617
"Q5VZL5","ZMYM4_HUMAN","Zinc finger MYM-type protein 4 (Zinc finger protein 262)","ZMYM4",5.2,5.62,5.35,5.49,5.64,5.19,5.52,4.82,4.78,4.54,1,0.07,5.21454319467276,0.49,0.64,1,-5.1,0.746399244026976
"Q06210","GFPT1_HUMAN","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)","GFPT1",7.28,7.81,7.31,7.07,7.4,7.74,7.33,5.99,6.06,5.9,5,-0.08,6.98865631021598,-0.49,0.64,1,-5.1,1.48202657519697
"Q08170","SRSF4_HUMAN","Serine/arginine-rich splicing factor 4 (Pre-mRNA-splicing factor SRP75) (SRP001LB) (Splicing factor, arginine/serine-rich 4)","SRSF4",6.9,6.85,7,6.98,6.99,6.97,6.9,6.24,6.36,6.26,4,0.04,6.74455069216481,0.48,0.64,1,-5.1,0.672705055295
"O00410","IPO5_HUMAN","Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)","IPO5",5.88,6.08,6.47,6.66,6.1,5.89,6.32,5.68,6.22,6.32,1,0.1,6.16161043963212,0.48,0.64,1,-5.1,0.174720473201828
"Q9ULX3","NOB1_HUMAN","RNA-binding protein NOB1 (Phosphorylation regulatory protein HP-10) (Protein ART-4)","NOB1",7.73,8.33,7.85,8.25,7.92,8.14,7.87,5.06,5.49,5.32,3,0.08,7.1967659735632,0.48,0.64,1,-5.1,2.75328936173804
"Q99708","CTIP_HUMAN","DNA endonuclease RBBP8 (EC 3.1.-.-) (CtBP-interacting protein) (CtIP) (Retinoblastoma-binding protein 8) (RBBP-8) (Retinoblastoma-interacting protein and myosin-like) (RIM) (Sporulation in the absence of SPO11 protein 2 homolog) (SAE2)","RBBP8",7.71,8.05,8.3,8.21,8.29,7.74,8.23,4.57,5.04,4.23,2,0.1,7.03774499948812,0.48,0.64,1,-5.1,3.50169263763619
"O14618","CCS_HUMAN","Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone)","CCS",6.56,6.86,6.53,6.22,6.43,6.96,6.68,5.16,5.41,5.26,1,-0.08,6.20673968124944,-0.48,0.64,1,-5.1,1.37716064256305
"P28328","PEX2_HUMAN","Peroxisome biogenesis factor 2 (35 kDa peroxisomal membrane protein) (Peroxin-2) (Peroxisomal membrane protein 3) (Peroxisome assembly factor 1) (PAF-1) (RING finger protein 72)","PEX2",4.47,4.4,5.13,5.12,4.83,4.27,4.86,4.13,4.46,4.32,1,0.11,4.60006824650019,0.48,0.64,1,-5.1,0.469942470627612
"P49327","FAS_HUMAN","Fatty acid synthase (EC 2.3.1.85) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Oleoyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]","FASN",12.89,13.54,12.93,12.88,12.97,13.39,12.93,11.58,11.45,11.48,88,-0.08,12.6036715518273,-0.48,0.64,1,-5.1,1.61687473187588
"P29372","3MG_HUMAN","DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-alkyladenine DNA glycosylase) (3-methyladenine DNA glycosidase) (ADPG) (N-methylpurine-DNA glycosylase)","MPG",7.63,7.48,7.86,7.61,7.63,7.44,7.7,6.13,5.7,5.96,3,-0.06,7.11451193232213,-0.48,0.64,1,-5.11,1.72824812272152
"Q9ULH0","KDIS_HUMAN","Kinase D-interacting substrate of 220 kDa (Ankyrin repeat-rich membrane-spanning protein)","KIDINS220",8,8.58,7.9,8.44,8.03,8.05,8.45,6.3,6.73,6.41,3,0.08,7.68930710323461,0.48,0.64,1,-5.11,1.76126669663639
"Q9NQP4","PFD4_HUMAN","Prefoldin subunit 4 (Protein C-1)","PFDN4",7.5,7.64,7.41,7.48,7.56,7.57,7.64,6.12,6.24,6.36,3,0.05,7.15256719770698,0.48,0.64,1,-5.11,1.32249411446984
"P05455","LA_HUMAN","Lupus La protein (La autoantigen) (La ribonucleoprotein) (Sjoegren syndrome type B antigen) (SS-B)","SSB",9.49,9.61,9.38,9.22,9.38,9.65,9.52,8.03,7.9,7.98,8,-0.05,9.01592610345291,-0.48,0.64,1,-5.11,1.51997227635079
"O95716","RAB3D_HUMAN","Ras-related protein Rab-3D","RAB3D",6.04,6.07,6.31,6.2,6,6.27,6.34,4.98,4.92,4.72,1,0.06,5.7848308213952,0.48,0.64,1,-5.11,1.32668172649124
"O75874","IDHC_HUMAN","Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)","IDH1",5.72,5.92,5.83,6.01,5.94,5.58,6.01,5.02,5.13,4.76,1,0.07,5.59224556624786,0.48,0.64,1,-5.11,0.923205201424323
"P55209","NP1L1_HUMAN","Nucleosome assembly protein 1-like 1 (NAP-1-related protein) (hNRP)","NAP1L1",6.74,7.07,6.47,6.52,6.5,7.07,6.62,5.7,5.34,5.71,2,-0.08,6.37365274280743,-0.48,0.64,1,-5.11,1.17931124311773
"Q9H7L9","SDS3_HUMAN","Sin3 histone deacetylase corepressor complex component SDS3 (45 kDa Sin3-associated polypeptide) (Suppressor of defective silencing 3 protein homolog)","SUDS3",6.12,6.37,6.29,6.03,6.2,6.29,6.27,4.32,4.06,3.81,1,-0.07,5.5763860532811,-0.48,0.64,1,-5.11,2.19684040628518
"Q9BTT0","AN32E_HUMAN","Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L)","ANP32E",5.91,6.46,6.45,6.28,6.13,6.47,6.51,4.93,5.19,5.05,2,0.07,5.93805023002926,0.48,0.64,1,-5.11,1.28750731403959
"O75347","TBCA_HUMAN","Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA)","TBCA",6.47,6.26,6.36,6.24,6.48,6.14,6.37,4.92,4.75,4.7,1,-0.06,5.86822496379005,-0.48,0.64,1,-5.11,1.57561107288144
"P51114","FXR1_HUMAN","Fragile X mental retardation syndrome-related protein 1 (hFXR1p)","FXR1",8.79,8.89,8.95,9.02,8.9,8.84,8.91,7.9,7.97,7.69,7,0.04,8.58572426197449,0.48,0.64,1,-5.11,1.06725688773941
"Q9NX58","LYAR_HUMAN","Cell growth-regulating nucleolar protein","LYAR",6.67,6.16,6.79,6.88,6.5,6.46,6.62,5.62,5.59,5.39,2,0.08,6.26816804362708,0.47,0.64,1,-5.11,1.08304424178671
"O95983","MBD3_HUMAN","Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3)","MBD3",6.79,7.04,7.16,6.84,6.96,6.71,7.22,4.99,5.08,5,1,-0.06,6.37939370801038,-0.47,0.64,1,-5.11,1.97073507633591
"P08133","ANXA6_HUMAN","Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70)","ANXA6",6.88,6.67,6.86,6.9,6.82,6.71,7.01,5.45,5.77,5.49,3,0.06,6.45833054214092,0.47,0.64,1,-5.11,1.29070862011506
"P04075","ALDOA_HUMAN","Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)","ALDOA",10.72,10.97,10.78,10.65,10.68,10.99,10.77,9.59,9.39,9.61,16,-0.05,10.416073673036,-0.47,0.64,1,-5.11,1.29431044871691
"Q9BUN8","DERL1_HUMAN","Derlin-1 (Degradation in endoplasmic reticulum protein 1) (DERtrin-1) (Der1-like protein 1)","DERL1",5.91,6.46,5.63,5.78,5.89,6.17,5.84,4.3,4.51,4.2,1,-0.09,5.46764914630914,-0.47,0.65,1,-5.11,1.66904417794635
"P18621","RL17_HUMAN","60S ribosomal protein L17 (60S ribosomal protein L23) (Large ribosomal subunit protein uL22) (PD-1)","RPL17",10.61,10.39,10.43,10.65,10.41,10.59,10.47,9.67,9.23,9.36,9,0.05,10.1833567837673,0.47,0.65,1,-5.11,1.10847404744491
"P08579","RU2B_HUMAN","U2 small nuclear ribonucleoprotein B'' (U2 snRNP B'')","SNRPB2",7.69,7.87,7.8,7.51,7.81,7.85,7.79,6.79,6.61,6.7,3,-0.05,7.44234442735557,-0.47,0.65,1,-5.11,1.09398461220748
"Q9UM54","MYO6_HUMAN","Unconventional myosin-VI (Unconventional myosin-6)","MYO6",8.54,9.03,8.51,8.5,8.57,8.87,8.57,7.34,6.99,7.14,7,-0.07,8.20651794296451,-0.47,0.65,1,-5.11,1.53924761106346
"P62424","RL7A_HUMAN","60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3)","RPL7A",10.46,10.18,10.26,10.32,10.09,10.39,10.2,9.39,9.16,9.16,12,-0.05,9.95972265956156,-0.47,0.65,1,-5.11,1.06393911113345
"Q14444","CAPR1_HUMAN","Caprin-1 (Cell cycle-associated protein 1) (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) (Membrane component chromosome 11 surface marker 1) (RNA granule protein 105)","CAPRIN1",7.93,7.34,7.33,7.58,7.53,7.64,7.08,6.74,6.64,6.88,4,-0.08,7.26782255279427,-0.47,0.65,1,-5.11,0.783138684124674
"P57740","NU107_HUMAN","Nuclear pore complex protein Nup107 (107 kDa nucleoporin) (Nucleoporin Nup107)","NUP107",5.61,5.5,5.81,5.45,5.64,5.61,5.63,4.82,4.62,4.76,2,-0.06,5.34384202823797,-0.47,0.65,1,-5.11,0.908479217564568
"P35221","CTNA1_HUMAN","Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)","CTNNA1",9.44,9.3,9.25,9.39,9.29,9.3,9.2,8.33,8.3,8.46,10,-0.04,9.02660543793635,-0.47,0.65,1,-5.11,0.968766996835935
"Q6AI08","HEAT6_HUMAN","HEAT repeat-containing protein 6 (Amplified in breast cancer protein 1)","HEATR6",6.93,7.27,6.7,7.01,7.04,7.12,6.95,5.94,5.68,5.73,2,0.06,6.63825857848258,0.46,0.65,1,-5.11,1.24616494761259
"A0FGR8","ESYT2_HUMAN","Extended synaptotagmin-2 (E-Syt2) (Chr2Syt)","ESYT2",5.66,5.46,5.75,5.65,5.7,5.64,5.75,5,5.28,4.76,1,0.06,5.46365444044268,0.46,0.65,1,-5.11,0.670051361155366
"P63010","AP2B1_HUMAN","AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)","AP2B1",8.22,7.82,7.94,8.07,7.87,8,7.78,7,6.61,7.02,3,-0.06,7.63348948701304,-0.46,0.65,1,-5.11,1.11273308026191
"Q15269","PWP2_HUMAN","Periodic tryptophan protein 2 homolog","PWP2",7.49,7.31,7.57,7.73,7.57,7.25,7.52,6.65,6.6,6.32,4,0.06,7.20055036645616,0.46,0.65,1,-5.11,0.99318011664307
"P06454","PTMA_HUMAN","Prothymosin alpha [Cleaved into: Prothymosin alpha, N-terminally processed; Thymosin alpha-1]","PTMA",6.87,6.22,7.06,7.08,7.02,5.96,7.34,5.28,4.95,5.11,2,0.13,6.28770456105264,0.46,0.65,1,-5.11,1.73650819145543
"Q9Y3Y2","CHTOP_HUMAN","Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG)","CHTOP",5.44,4.67,5.2,5.08,5.24,5.25,5.21,4.47,3.82,4.51,2,0.09,4.8904137206601,0.46,0.66,1,-5.11,0.929867156698323
"O75832","PSD10_HUMAN","26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))","PSMD10",6.71,7.07,6.96,6.77,6.78,6.97,6.91,5.09,4.84,4.98,1,-0.05,6.30649861960352,-0.46,0.66,1,-5.11,1.94225904147492
"Q13283","G3BP1_HUMAN","Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1)","G3BP1",8.86,8.53,8.53,8.64,8.57,8.65,8.53,7.73,7.68,7.78,7,-0.04,8.35002765981503,-0.46,0.66,1,-5.11,0.907906252092635
"P18583","SON_HUMAN","Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3)","SON",8.2,8.18,8.21,8.32,8.2,8.22,8.2,7.23,7.4,7.26,6,0.04,7.94074807063495,0.46,0.66,1,-5.11,0.937293936122651
"P05783","K1C18_HUMAN","Keratin, type I cytoskeletal 18 (Cell proliferation-inducing gene 46 protein) (Cytokeratin-18) (CK-18) (Keratin-18) (K18)","KRT18",14.93,15.02,15.05,15.22,15.18,14.72,15.08,13.18,13.34,13.1,48,0.05,14.4824063123456,0.46,0.66,1,-5.11,1.84438475030259
"Q9UBW7","ZMYM2_HUMAN","Zinc finger MYM-type protein 2 (Fused in myeloproliferative disorders protein) (Rearranged in atypical myeloproliferative disorder protein) (Zinc finger protein 198)","ZMYM2",8.79,8.9,9.17,9.06,9.18,8.74,9.05,6.44,6.73,6.59,8,0.06,8.2651404927205,0.45,0.66,1,-5.11,2.42167777024117
"O43818","U3IP2_HUMAN","U3 small nucleolar RNA-interacting protein 2 (RRP9 homolog) (U3 small nucleolar ribonucleoprotein-associated 55 kDa protein) (U3 snoRNP-associated 55 kDa protein) (U3-55K)","RRP9",6.15,6.24,6.29,6.26,6.26,6.27,6.29,5.22,5.46,5.12,3,0.05,5.95599265517157,0.45,0.66,1,-5.11,1.00556592090724
"Q9Y5B9","SP16H_HUMAN","FACT complex subunit SPT16 (Chromatin-specific transcription elongation factor 140 kDa subunit) (FACT 140 kDa subunit) (FACTp140) (Facilitates chromatin transcription complex subunit SPT16) (hSPT16)","SUPT16H",11.04,11.33,11.22,11.07,11.2,11.23,11.13,9.64,9.71,9.73,21,-0.04,10.7298251472608,-0.45,0.66,1,-5.11,1.5048220005489
"Q8NC51","PAIRB_HUMAN","Plasminogen activator inhibitor 1 RNA-binding protein (PAI1 RNA-binding protein 1) (PAI-RBP1) (SERPINE1 mRNA-binding protein 1)","SERBP1",9.6,9.34,9.41,9.51,9.4,9.68,9.44,8.73,8.15,8.49,9,0.06,9.17405314382883,0.45,0.66,1,-5.11,1.05373378445977
"Q9BSC4","NOL10_HUMAN","Nucleolar protein 10","NOL10",7.54,7.57,7.67,7.72,7.48,7.3,7.64,6.38,6.49,6.04,3,-0.06,7.18311435935406,-0.45,0.66,1,-5.11,1.28794922756149
"Q6PJG2","EMSA1_HUMAN","ELM2 and SANT domain-containing protein 1 (MIDEAS)","ELMSAN1",7.02,7.03,7.14,7.29,7.23,6.77,7.33,5.65,6.49,5.67,3,0.09,6.76212070024139,0.45,0.66,1,-5.12,1.21989963006414
"Q9UHB6","LIMA1_HUMAN","LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm)","LIMA1",3.19,2.98,2.72,3.32,2.94,2.58,3.46,2.58,3.05,2.48,1,0.11,2.93078117880009,0.45,0.66,1,-5.12,0.373554914103081
"Q9NV31","IMP3_HUMAN","U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (BRMS2)","IMP3",5.43,5.09,5.34,5.24,5.11,5.31,5.24,4.01,4.48,4.37,2,-0.06,4.96090474852251,-0.45,0.66,1,-5.12,1.00072881199966
"Q8N1G0","ZN687_HUMAN","Zinc finger protein 687","ZNF687",7.86,8.2,8.13,7.95,8,7.97,8.14,6.16,6.34,6.05,4,-0.05,7.47965616266965,-0.45,0.66,1,-5.12,1.88284030194375
"Q9Y4D1","DAAM1_HUMAN","Disheveled-associated activator of morphogenesis 1","DAAM1",5.32,5.47,4.72,4.88,5.25,5.33,4.87,4.29,4.28,4.55,1,-0.09,4.89617509468871,-0.44,0.66,1,-5.12,0.794520386682382
"P62826","RAN_HUMAN","GTP-binding nuclear protein Ran (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)","RAN",9.94,10.24,10.09,10.02,10.07,10.1,10.03,8.46,8.4,8.26,7,-0.04,9.5607047395219,-0.44,0.66,1,-5.12,1.72132095802753
"Q9Y490","TLN1_HUMAN","Talin-1","TLN1",8.08,8.08,7.96,7.97,7.93,8.07,8.03,7.09,7.03,6.89,5,-0.04,7.71401421716024,-0.44,0.66,1,-5.12,1.03661162326804
"Q5JTH9","RRP12_HUMAN","RRP12-like protein","RRP12",7.5,7.32,7.43,7.5,7.36,7.19,7.38,6.46,6.88,6.24,7,-0.06,7.12630425605234,-0.44,0.67,1,-5.12,0.889545253563988
"O15371","EIF3D_HUMAN","Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66)","EIF3D",8.99,9.18,9,9.13,9.06,9.16,9.03,7.56,7.29,7.38,5,0.04,8.57780097971222,0.44,0.67,1,-5.12,1.68771449703847
"O60934","NBN_HUMAN","Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)","NBN",5.35,5.67,5.38,5.26,5.57,5.64,5.64,4.29,4.26,4.34,1,0.06,5.14089231810479,0.44,0.67,1,-5.12,1.23149945746966
"Q16629","SRSF7_HUMAN","Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)","SRSF7",9.53,9.22,9.52,9.57,9.38,9.4,9.51,8.73,8.83,8.62,7,0.04,9.23161003624985,0.44,0.67,1,-5.12,0.740542118641104
